# this is a demo-export
#
# Stage :   0.000000  -  45.000000 
# AD-Channels:  undeformt    deformt   Unit
#     AD-0:     0.022583    0.130310    V
#     AD-1:     0.000000    -4.756165    V
#
# Time  :  undeformt: 0.000000     [seconds since 01.01.1970]
#            deformt: 1379.550648     [seconds since 01.01.1970]
#
#
# Index_x, Index_y, Coordinate-undef (x,y,z), Coord-def (x,y,z), Displ(x,y,z), Strain (x,y,Major, Minor, Thicknessreduction), AD-Channel 1 + 2
#
#  
 101   53  87.554836 69.146220 -72.276397    85.194342 68.840360 -70.070029    -2.360494 -0.305860 2.206368    -0.008499 0.102175 0.169761 -0.076084 0.093460
 102   53  91.103451 69.300247 -72.263492    88.744125 68.987229 -70.052658    -2.359325 -0.313018 2.210834    -0.041303 0.052140 0.110880 -0.100044 0.010724
 103   53  94.669845 69.463651 -72.299260    92.308934 69.145700 -70.070591    -2.360911 -0.317951 2.228669    0.090089 0.021619 0.145558 -0.033851 0.111533
 104   53  98.227107 69.622309 -72.287370    95.877351 69.303617 -70.046213    -2.349756 -0.318692 2.241158    0.132675 0.181079 0.201516 0.112238 0.312997
 105   53  101.791725 69.783176 -72.286525    99.442621 69.457130 -70.050124    -2.349104 -0.326047 2.236401    -0.016266 0.101060 0.102491 -0.017697 0.084704
 106   53  105.357752 69.947943 -72.276107    103.006295 69.617820 -70.053905    -2.351457 -0.330123 2.222202    -0.057468 0.121444 0.126634 -0.062659 0.063856
 107   53  108.932631 70.112223 -72.281224    106.582180 69.778722 -70.047287    -2.350451 -0.333500 2.233937    -0.027734 0.056976 0.088436 -0.059194 0.029182
 108   53  112.511027 70.270762 -72.283023    110.161106 69.928742 -70.033875    -2.349921 -0.342020 2.249148    0.015278 -0.032387 0.016058 -0.033166 -0.017117
 109   53  116.089000 70.430822 -72.268899    113.739861 70.077559 -70.020057    -2.349139 -0.353263 2.248842    0.097259 -0.136209 0.099097 -0.138047 -0.039103
 110   53  119.676409 70.591429 -72.271768    117.333794 70.235191 -70.014948    -2.342615 -0.356238 2.256820    0.020464 0.002133 0.140842 -0.118244 0.022426
 111   53  123.264849 70.754301 -72.263635    120.919122 70.393785 -70.011450    -2.345727 -0.360516 2.252185    -0.053607 0.011106 0.033837 -0.076339 -0.042546
 112   53  126.866888 70.915578 -72.285374    124.517870 70.553147 -70.009225    -2.349018 -0.362431 2.276149    0.047467 0.068594 0.088672 0.027388 0.115950
 113   53  130.467602 71.075204 -72.287931    128.122103 70.706465 -70.013188    -2.345499 -0.368739 2.274744    -0.009981 0.051592 0.055820 -0.014209 0.041586
 114   53  134.076564 71.240099 -72.302899    131.727767 70.871756 -69.999711    -2.348797 -0.368343 2.303188    -0.019215 0.186106 0.207682 -0.040791 0.166528
 115   53  137.680319 71.401645 -72.286477    135.331109 71.022845 -69.993554    -2.349210 -0.378800 2.292922    0.057832 -0.005759 0.116151 -0.064078 0.051971
