Fläche;Rasterpunkt-Koordinaten [m];;
Nr.;X;Y;Z
1803;5.150;1.750;-3.160
1804;5.150;1.850;-3.160
1805;5.150;1.950;-3.160
1806;5.150;2.050;-3.160
1807;5.150;2.150;-3.160
1808;5.150;2.250;-3.160
1809;5.150;2.350;-3.160
1810;5.150;2.450;-3.160
1811;5.150;2.550;-3.160
1812;5.150;2.650;-3.160
1813;5.150;2.750;-3.160
1814;5.150;2.850;-3.160
1815;5.150;2.950;-3.160
1816;5.150;3.050;-3.160
1817;5.150;3.150;-3.160
1818;5.150;3.250;-3.160
1819;5.150;3.350;-3.160
1820;5.150;3.450;-3.160
1821;5.250;0.050;-3.160
1822;5.250;0.150;-3.160
1823;5.250;0.250;-3.160
1824;5.250;0.350;-3.160
1825;5.250;0.450;-3.160
1826;5.250;0.550;-3.160
1827;5.250;0.650;-3.160
1828;5.250;0.750;-3.160
1829;5.250;0.850;-3.160
1830;5.250;0.950;-3.160
1831;5.250;1.050;-3.160
1832;5.250;1.150;-3.160
1833;5.250;1.250;-3.160
1834;5.250;1.350;-3.160
1835;5.250;1.450;-3.160
1836;5.250;1.550;-3.160
1837;5.250;1.650;-3.160
1838;5.250;1.750;-3.160
1839;5.250;1.850;-3.160
1840;5.250;1.950;-3.160
1841;5.250;2.050;-3.160
1842;5.250;2.150;-3.160
1843;5.250;2.250;-3.160
1844;5.250;2.350;-3.160
1845;5.250;2.450;-3.160
1846;5.250;2.550;-3.160
1847;5.250;2.650;-3.160
1848;5.250;2.750;-3.160
1849;5.250;2.850;-3.160
1850;5.250;2.950;-3.160
1851;5.250;3.050;-3.160
1852;5.250;3.150;-3.160
1853;5.250;3.250;-3.160
1854;5.250;3.350;-3.160
1855;5.250;3.450;-3.160
1856;5.350;0.050;-3.160
1857;5.350;0.150;-3.160
1858;5.350;0.250;-3.160
1859;5.350;0.350;-3.160
1860;5.350;0.450;-3.160
1861;5.350;0.550;-3.160
1862;5.350;0.650;-3.160
1863;5.350;0.750;-3.160
1864;5.350;0.850;-3.160
1865;5.350;0.950;-3.160
1866;5.350;1.050;-3.160
1867;5.350;1.150;-3.160
1868;5.350;1.250;-3.160
1869;5.350;1.350;-3.160
1870;5.350;1.450;-3.160
1871;5.350;1.550;-3.160
1872;5.350;1.650;-3.160
1873;5.350;1.750;-3.160
1874;5.350;1.850;-3.160
1875;5.350;1.950;-3.160
1876;5.350;2.050;-3.160
1877;5.350;2.150;-3.160
1878;5.350;2.250;-3.160
1879;5.350;2.350;-3.160
1880;5.350;2.450;-3.160
1881;5.350;2.550;-3.160
1882;5.350;2.650;-3.160
1883;5.350;2.750;-3.160
1884;5.350;2.850;-3.160
1885;5.350;2.950;-3.160
1886;5.350;3.050;-3.160
1887;5.350;3.150;-3.160
1888;5.350;3.250;-3.160
1889;5.350;3.350;-3.160
1890;5.350;3.450;-3.160
1891;5.450;0.050;-3.160
1892;5.450;0.150;-3.160
1893;5.450;0.250;-3.160
1894;5.450;0.350;-3.160
1895;5.450;0.450;-3.160
1896;5.450;0.550;-3.160
1897;5.450;0.650;-3.160
1898;5.450;0.750;-3.160
1899;5.450;0.850;-3.160
1900;5.450;0.950;-3.160
1901;5.450;1.050;-3.160
1902;5.450;1.150;-3.160
1903;5.450;1.250;-3.160
1904;5.450;1.350;-3.160
1905;5.450;1.450;-3.160
1906;5.450;1.550;-3.160
1907;5.450;1.650;-3.160
1908;5.450;1.750;-3.160
1909;5.450;1.850;-3.160
1910;5.450;1.950;-3.160
1911;5.450;2.050;-3.160
1912;5.450;2.150;-3.160
1913;5.450;2.250;-3.160
1914;5.450;2.350;-3.160
1915;5.450;2.450;-3.160
1916;5.450;2.550;-3.160
1917;5.450;2.650;-3.160
1918;5.450;2.750;-3.160
1919;5.450;2.850;-3.160
1920;5.450;2.950;-3.160
1921;5.450;3.050;-3.160
1922;5.450;3.150;-3.160
1923;5.450;3.250;-3.160
1924;5.450;3.350;-3.160
1925;5.450;3.450;-3.160
1926;5.550;0.050;-3.160
1927;5.550;0.150;-3.160
1928;5.550;0.250;-3.160
1929;5.550;0.350;-3.160
1930;5.550;0.450;-3.160
1931;5.550;0.550;-3.160
1932;5.550;0.650;-3.160
1933;5.550;0.750;-3.160
1934;5.550;0.850;-3.160
1935;5.550;0.950;-3.160
1936;5.550;1.050;-3.160
1937;5.550;1.150;-3.160
1938;5.550;1.250;-3.160
1939;5.550;1.350;-3.160
1940;5.550;1.450;-3.160
1941;5.550;1.550;-3.160
1942;5.550;1.650;-3.160
1943;5.550;1.750;-3.160
1944;5.550;1.850;-3.160
1945;5.550;1.950;-3.160
1946;5.550;2.050;-3.160
1947;5.550;2.150;-3.160
1948;5.550;2.250;-3.160
1949;5.550;2.350;-3.160
1950;5.550;2.450;-3.160
1951;5.550;2.550;-3.160
1952;5.550;2.650;-3.160
1953;5.550;2.750;-3.160
1954;5.550;2.850;-3.160
1955;5.550;2.950;-3.160
1956;5.550;3.050;-3.160
1957;5.550;3.150;-3.160
1958;5.550;3.250;-3.160
1959;5.550;3.350;-3.160
1960;5.550;3.450;-3.160
1961;5.650;0.050;-3.160
1962;5.650;0.150;-3.160
1963;5.650;0.250;-3.160
1964;5.650;0.350;-3.160
1965;5.650;0.450;-3.160
1966;5.650;0.550;-3.160
1967;5.650;0.650;-3.160
1968;5.650;0.750;-3.160
1969;5.650;0.850;-3.160
1970;5.650;0.950;-3.160
1971;5.650;1.050;-3.160
1972;5.650;1.150;-3.160
1973;5.650;1.250;-3.160
1974;5.650;1.350;-3.160
1975;5.650;1.450;-3.160
1976;5.650;1.550;-3.160
1977;5.650;1.650;-3.160
1978;5.650;1.750;-3.160
1979;5.650;1.850;-3.160
1980;5.650;1.950;-3.160
1981;5.650;2.050;-3.160
1982;5.650;2.150;-3.160
1983;5.650;2.250;-3.160
1984;5.650;2.350;-3.160
1985;5.650;2.450;-3.160
1986;5.650;2.550;-3.160
1987;5.650;2.650;-3.160
1988;5.650;2.750;-3.160
1989;5.650;2.850;-3.160
1990;5.650;2.950;-3.160
1991;5.650;3.050;-3.160
1992;5.650;3.150;-3.160
1993;5.650;3.250;-3.160
1994;5.650;3.350;-3.160
1995;5.650;3.450;-3.160
1996;5.750;0.050;-3.160
1997;5.750;0.150;-3.160
1998;5.750;0.250;-3.160
1999;5.750;0.350;-3.160
2000;5.750;0.450;-3.160
2001;5.750;0.550;-3.160
2002;5.750;0.650;-3.160
2003;5.750;0.750;-3.160
2004;5.750;0.850;-3.160
2005;5.750;0.950;-3.160
2006;5.750;1.050;-3.160
2007;5.750;1.150;-3.160
2008;5.750;1.250;-3.160
2009;5.750;1.350;-3.160
2010;5.750;1.450;-3.160
2011;5.750;1.550;-3.160
2012;5.750;1.650;-3.160
2013;5.750;1.750;-3.160
2014;5.750;1.850;-3.160
2015;5.750;1.950;-3.160
2016;5.750;2.050;-3.160
2017;5.750;2.150;-3.160
2018;5.750;2.250;-3.160
2019;5.750;2.350;-3.160
2020;5.750;2.450;-3.160
2021;5.750;2.550;-3.160
2022;5.750;2.650;-3.160
2023;5.750;2.750;-3.160
2024;5.750;2.850;-3.160
2025;5.750;2.950;-3.160
2026;5.750;3.050;-3.160
2027;5.750;3.150;-3.160
2028;5.750;3.250;-3.160
2029;5.750;3.350;-3.160
2030;5.750;3.450;-3.160
2031;5.850;0.050;-3.160
2032;5.850;0.150;-3.160
2033;5.850;0.250;-3.160
2034;5.850;0.350;-3.160
2035;5.850;0.450;-3.160
2036;5.850;0.550;-3.160
2037;5.850;0.650;-3.160
2038;5.850;0.750;-3.160
2039;5.850;0.850;-3.160
2040;5.850;0.950;-3.160
2041;5.850;1.050;-3.160
2042;5.850;1.150;-3.160
2043;5.850;1.250;-3.160
2044;5.850;1.350;-3.160
2045;5.850;1.450;-3.160
2046;5.850;1.550;-3.160
2047;5.850;1.650;-3.160
2048;5.850;1.750;-3.160
2049;5.850;1.850;-3.160
2050;5.850;1.950;-3.160
2051;5.850;2.050;-3.160
2052;5.850;2.150;-3.160
2053;5.850;2.250;-3.160
2054;5.850;2.350;-3.160
2055;5.850;2.450;-3.160
2056;5.850;2.550;-3.160
2057;5.850;2.650;-3.160
2058;5.850;2.750;-3.160
2059;5.850;2.850;-3.160
2060;5.850;2.950;-3.160
2061;5.850;3.050;-3.160
2062;5.850;3.150;-3.160
2063;5.850;3.250;-3.160
2064;5.850;3.350;-3.160
2065;5.850;3.450;-3.160
2066;5.950;0.050;-3.160
2067;5.950;0.150;-3.160
2068;5.950;0.250;-3.160
2069;5.950;0.350;-3.160
2070;5.950;0.450;-3.160
2071;5.950;0.550;-3.160
2072;5.950;0.650;-3.160
2073;5.950;0.750;-3.160
2074;5.950;0.850;-3.160
2075;5.950;0.950;-3.160
2076;5.950;1.050;-3.160
2077;5.950;1.150;-3.160
2078;5.950;1.250;-3.160
2079;5.950;1.350;-3.160
2080;5.950;1.450;-3.160
2081;5.950;1.550;-3.160
2082;5.950;1.650;-3.160
2083;5.950;1.750;-3.160
2084;5.950;1.850;-3.160
2085;5.950;1.950;-3.160
2086;5.950;2.050;-3.160
2087;5.950;2.150;-3.160
2088;5.950;2.250;-3.160
2089;5.950;2.350;-3.160
2090;5.950;2.450;-3.160
2091;5.950;2.550;-3.160
2092;5.950;2.650;-3.160
2093;5.950;2.750;-3.160
2094;5.950;2.850;-3.160
2095;5.950;2.950;-3.160
2096;5.950;3.050;-3.160
2097;5.950;3.150;-3.160
2098;5.950;3.250;-3.160
2099;5.950;3.350;-3.160
2100;5.950;3.450;-3.160
2101;6.050;0.050;-3.160
2102;6.050;0.150;-3.160
2103;6.050;0.250;-3.160
2104;6.050;0.350;-3.160
2105;6.050;0.450;-3.160
2106;6.050;0.550;-3.160
2107;6.050;0.650;-3.160
2108;6.050;0.750;-3.160
2109;6.050;0.850;-3.160
2110;6.050;0.950;-3.160
2111;6.050;1.050;-3.160
2112;6.050;1.150;-3.160
2113;6.050;1.250;-3.160
2114;6.050;1.350;-3.160
2115;6.050;1.450;-3.160
2116;6.050;1.550;-3.160
2117;6.050;1.650;-3.160
2118;6.050;1.750;-3.160
2119;6.050;1.850;-3.160
2120;6.050;1.950;-3.160
2121;6.050;2.050;-3.160
2122;6.050;2.150;-3.160
2123;6.050;2.250;-3.160
2124;6.050;2.350;-3.160
2125;6.050;2.450;-3.160
2126;6.050;2.550;-3.160
2127;6.050;2.650;-3.160
2128;6.050;2.750;-3.160
2129;6.050;2.850;-3.160
2130;6.050;2.950;-3.160
2131;6.050;3.050;-3.160
2132;6.050;3.150;-3.160
2133;6.050;3.250;-3.160
2134;6.050;3.350;-3.160
2135;6.050;3.450;-3.160
2136;6.150;0.050;-3.160
2137;6.150;0.150;-3.160
2138;6.150;0.250;-3.160
2139;6.150;0.350;-3.160
2140;6.150;0.450;-3.160
2141;6.150;0.550;-3.160
2142;6.150;0.650;-3.160
2143;6.150;0.750;-3.160
2144;6.150;0.850;-3.160
2145;6.150;0.950;-3.160
2146;6.150;1.050;-3.160
2147;6.150;1.150;-3.160
2148;6.150;1.250;-3.160
2149;6.150;1.350;-3.160
2150;6.150;1.450;-3.160
2151;6.150;1.550;-3.160
2152;6.150;1.650;-3.160
2153;6.150;1.750;-3.160
2154;6.150;1.850;-3.160
2155;6.150;1.950;-3.160
2156;6.150;2.050;-3.160
2157;6.150;2.150;-3.160
2158;6.150;2.250;-3.160
2159;6.150;2.350;-3.160
2160;6.150;2.450;-3.160
2161;6.150;2.550;-3.160
2162;6.150;2.650;-3.160
2163;6.150;2.750;-3.160
2164;6.150;2.850;-3.160
2165;6.150;2.950;-3.160
2166;6.150;3.050;-3.160
2167;6.150;3.150;-3.160
2168;6.150;3.250;-3.160
2169;6.150;3.350;-3.160
2170;6.150;3.450;-3.160
2171;6.250;0.050;-3.160
2172;6.250;0.150;-3.160
2173;6.250;0.250;-3.160
2174;6.250;0.350;-3.160
2175;6.250;0.450;-3.160
2176;6.250;0.550;-3.160
2177;6.250;0.650;-3.160
2178;6.250;0.750;-3.160
2179;6.250;0.850;-3.160
2180;6.250;0.950;-3.160
2181;6.250;1.050;-3.160
2182;6.250;1.150;-3.160
2183;6.250;1.250;-3.160
2184;6.250;1.350;-3.160
2185;6.250;1.450;-3.160
2186;6.250;1.550;-3.160
2187;6.250;1.650;-3.160
2188;6.250;1.750;-3.160
2189;6.250;1.850;-3.160
2190;6.250;1.950;-3.160
2191;6.250;2.050;-3.160
2192;6.250;2.150;-3.160
2193;6.250;2.250;-3.160
2194;6.250;2.350;-3.160
2195;6.250;2.450;-3.160
2196;6.250;2.550;-3.160
2197;6.250;2.650;-3.160
2198;6.250;2.750;-3.160
2199;6.250;2.850;-3.160
2200;6.250;2.950;-3.160
2201;6.250;3.050;-3.160
2202;6.250;3.150;-3.160
2203;6.250;3.250;-3.160
2204;6.250;3.350;-3.160
2205;6.250;3.450;-3.160
2206;6.350;0.050;-3.160
2207;6.350;0.150;-3.160
2208;6.350;0.250;-3.160
2209;6.350;0.350;-3.160
2210;6.350;0.450;-3.160
2211;6.350;0.550;-3.160
2212;6.350;0.650;-3.160
2213;6.350;0.750;-3.160
2214;6.350;0.850;-3.160
2215;6.350;0.950;-3.160
2216;6.350;1.050;-3.160
2217;6.350;1.150;-3.160
2218;6.350;1.250;-3.160
2219;6.350;1.350;-3.160
2220;6.350;1.450;-3.160
2221;6.350;1.550;-3.160
2222;6.350;1.650;-3.160
2223;6.350;1.750;-3.160
2224;6.350;1.850;-3.160
2225;6.350;1.950;-3.160
2226;6.350;2.050;-3.160
2227;6.350;2.150;-3.160
2228;6.350;2.250;-3.160
2229;6.350;2.350;-3.160
2230;6.350;2.450;-3.160
2231;6.350;2.550;-3.160
2232;6.350;2.650;-3.160
2233;6.350;2.750;-3.160
2234;6.350;2.850;-3.160
2235;6.350;2.950;-3.160
2236;6.350;3.050;-3.160
2237;6.350;3.150;-3.160
2238;6.350;3.250;-3.160
2239;6.350;3.350;-3.160
2240;6.350;3.450;-3.160
2241;6.450;0.050;-3.160
2242;6.450;0.150;-3.160
2243;6.450;0.250;-3.160
2244;6.450;0.350;-3.160
2245;6.450;0.450;-3.160
2246;6.450;0.550;-3.160
2247;6.450;0.650;-3.160
2248;6.450;0.750;-3.160
2249;6.450;0.850;-3.160
2250;6.450;0.950;-3.160
2251;6.450;1.050;-3.160
2252;6.450;1.150;-3.160
2253;6.450;1.250;-3.160
2254;6.450;1.350;-3.160
2255;6.450;1.450;-3.160
2256;6.450;1.550;-3.160
2257;6.450;1.650;-3.160
2258;6.450;1.750;-3.160
2259;6.450;1.850;-3.160
2260;6.450;1.950;-3.160
2261;6.450;2.050;-3.160
2262;6.450;2.150;-3.160
2263;6.450;2.250;-3.160
2264;6.450;2.350;-3.160
2265;6.450;2.450;-3.160
2266;6.450;2.550;-3.160
2267;6.450;2.650;-3.160
2268;6.450;2.750;-3.160
2269;6.450;2.850;-3.160
2270;6.450;2.950;-3.160
2271;6.450;3.050;-3.160
2272;6.450;3.150;-3.160
2273;6.450;3.250;-3.160
2274;6.450;3.350;-3.160
2275;6.450;3.450;-3.160
2276;6.550;0.050;-3.160
2277;6.550;0.150;-3.160
2278;6.550;0.250;-3.160
2279;6.550;0.350;-3.160
2280;6.550;0.450;-3.160
2281;6.550;0.550;-3.160
2282;6.550;0.650;-3.160
2283;6.550;0.750;-3.160
2284;6.550;0.850;-3.160
2285;6.550;0.950;-3.160
2286;6.550;1.050;-3.160
2287;6.550;1.150;-3.160
2288;6.550;1.250;-3.160
2289;6.550;1.350;-3.160
2290;6.550;1.450;-3.160
2291;6.550;1.550;-3.160
2292;6.550;1.650;-3.160
2293;6.550;1.750;-3.160
2294;6.550;1.850;-3.160
2295;6.550;1.950;-3.160
2296;6.550;2.050;-3.160
2297;6.550;2.150;-3.160
2298;6.550;2.250;-3.160
2299;6.550;2.350;-3.160
2300;6.550;2.450;-3.160
2301;6.550;2.550;-3.160
2302;6.550;2.650;-3.160
2303;6.550;2.750;-3.160
2304;6.550;2.850;-3.160
2305;6.550;2.950;-3.160
2306;6.550;3.050;-3.160
2307;6.550;3.150;-3.160
2308;6.550;3.250;-3.160
2309;6.550;3.350;-3.160
2310;6.550;3.450;-3.160
2311;6.650;0.050;-3.160
2312;6.650;0.150;-3.160
2313;6.650;0.250;-3.160
2314;6.650;0.350;-3.160
2315;6.650;0.450;-3.160
2316;6.650;0.550;-3.160
2317;6.650;0.650;-3.160
2318;6.650;0.750;-3.160
2319;6.650;0.850;-3.160
2320;6.650;0.950;-3.160
2321;6.650;1.050;-3.160
2322;6.650;1.150;-3.160
2323;6.650;1.250;-3.160
2324;6.650;1.350;-3.160
2325;6.650;1.450;-3.160
2326;6.650;1.550;-3.160
2327;6.650;1.650;-3.160
2328;6.650;1.750;-3.160
2329;6.650;1.850;-3.160
2330;6.650;1.950;-3.160
2331;6.650;2.050;-3.160
2332;6.650;2.150;-3.160
2333;6.650;2.250;-3.160
2334;6.650;2.350;-3.160
2335;6.650;2.450;-3.160
2336;6.650;2.550;-3.160
2337;6.650;2.650;-3.160
2338;6.650;2.750;-3.160
2339;6.650;2.850;-3.160
2340;6.650;2.950;-3.160
2341;6.650;3.050;-3.160
2342;6.650;3.150;-3.160
2343;6.650;3.250;-3.160
2344;6.650;3.350;-3.160
2345;6.650;3.450;-3.160
2346;6.750;0.050;-3.160
2347;6.750;0.150;-3.160
2348;6.750;0.250;-3.160
2349;6.750;0.350;-3.160
2350;6.750;0.450;-3.160
2351;6.750;0.550;-3.160
2352;6.750;0.650;-3.160
2353;6.750;0.750;-3.160
2354;6.750;0.850;-3.160
2355;6.750;0.950;-3.160
2356;6.750;1.050;-3.160
2357;6.750;1.150;-3.160
2358;6.750;1.250;-3.160
2359;6.750;1.350;-3.160
2360;6.750;1.450;-3.160
2361;6.750;1.550;-3.160
2362;6.750;1.650;-3.160
2363;6.750;1.750;-3.160
2364;6.750;1.850;-3.160
2365;6.750;1.950;-3.160
2366;6.750;2.050;-3.160
2367;6.750;2.150;-3.160
2368;6.750;2.250;-3.160
2369;6.750;2.350;-3.160
2370;6.750;2.450;-3.160
2371;6.750;2.550;-3.160
2372;6.750;2.650;-3.160
2373;6.750;2.750;-3.160
2374;6.750;2.850;-3.160
2375;6.750;2.950;-3.160
2376;6.750;3.050;-3.160
2377;6.750;3.150;-3.160
2378;6.750;3.250;-3.160
2379;6.750;3.350;-3.160
2380;6.750;3.450;-3.160
2381;6.850;0.050;-3.160
2382;6.850;0.150;-3.160
2383;6.850;0.250;-3.160
2384;6.850;0.350;-3.160
2385;6.850;0.450;-3.160
2386;6.850;0.550;-3.160
2387;6.850;0.650;-3.160
2388;6.850;0.750;-3.160
2389;6.850;0.850;-3.160
2390;6.850;0.950;-3.160
2391;6.850;1.050;-3.160
2392;6.850;1.150;-3.160
2393;6.850;1.250;-3.160
2394;6.850;1.350;-3.160
2395;6.850;1.450;-3.160
2396;6.850;1.550;-3.160
2397;6.850;1.650;-3.160
2398;6.850;1.750;-3.160
2399;6.850;1.850;-3.160
2400;6.850;1.950;-3.160
2401;6.850;2.050;-3.160
2402;6.850;2.150;-3.160
2403;6.850;2.250;-3.160
2404;6.850;2.350;-3.160
2405;6.850;2.450;-3.160
2406;6.850;2.550;-3.160
2407;6.850;2.650;-3.160
2408;6.850;2.750;-3.160
2409;6.850;2.850;-3.160
2410;6.850;2.950;-3.160
2411;6.850;3.050;-3.160
2412;6.850;3.150;-3.160
2413;6.850;3.250;-3.160
2414;6.850;3.350;-3.160
2415;6.850;3.450;-3.160
2416;6.950;0.050;-3.160
2417;6.950;0.150;-3.160
2418;6.950;0.250;-3.160
2419;6.950;0.350;-3.160
2420;6.950;0.450;-3.160
2421;6.950;0.550;-3.160
2422;6.950;0.650;-3.160
2423;6.950;0.750;-3.160
2424;6.950;0.850;-3.160
2425;6.950;0.950;-3.160
2426;6.950;1.050;-3.160
2427;6.950;1.150;-3.160
2428;6.950;1.250;-3.160
2429;6.950;1.350;-3.160
2430;6.950;1.450;-3.160
2431;6.950;1.550;-3.160
2432;6.950;1.650;-3.160
2433;6.950;1.750;-3.160
2434;6.950;1.850;-3.160
2435;6.950;1.950;-3.160
2436;6.950;2.050;-3.160
2437;6.950;2.150;-3.160
2438;6.950;2.250;-3.160
2439;6.950;2.350;-3.160
2440;6.950;2.450;-3.160
2441;6.950;2.550;-3.160
2442;6.950;2.650;-3.160
2443;6.950;2.750;-3.160
2444;6.950;2.850;-3.160
2445;6.950;2.950;-3.160
2446;6.950;3.050;-3.160
2447;6.950;3.150;-3.160
2448;6.950;3.250;-3.160
2449;6.950;3.350;-3.160
2450;6.950;3.450;-3.160
2451;0.050;3.550;-3.160
2452;0.050;3.650;-3.160
2453;0.050;3.750;-3.160
2454;0.050;3.850;-3.160
2455;0.050;3.950;-3.160
2456;0.050;4.050;-3.160
2457;0.050;4.150;-3.160
2458;0.050;4.250;-3.160
2459;0.050;4.350;-3.160
2460;0.050;4.450;-3.160
2461;0.050;4.550;-3.160
2462;0.050;4.650;-3.160
2463;0.050;4.750;-3.160
2464;0.050;4.850;-3.160
2465;0.050;4.950;-3.160
2466;0.050;5.050;-3.160
2467;0.050;5.150;-3.160
2468;0.050;5.250;-3.160
2469;0.050;5.350;-3.160
2470;0.050;5.450;-3.160
2471;0.050;5.550;-3.160
2472;0.050;5.650;-3.160
2473;0.050;5.750;-3.160
2474;0.050;5.850;-3.160
2475;0.050;5.950;-3.160
2476;0.050;6.050;-3.160
2477;0.050;6.150;-3.160
2478;0.050;6.250;-3.160
2479;0.050;6.350;-3.160
2480;0.050;6.450;-3.160
2481;0.050;6.550;-3.160
2482;0.050;6.650;-3.160
2483;0.050;6.750;-3.160
2484;0.050;6.850;-3.160
2485;0.050;6.950;-3.160
2486;0.150;3.550;-3.160
2487;0.150;3.650;-3.160
2488;0.150;3.750;-3.160
2489;0.150;3.850;-3.160
2490;0.150;3.950;-3.160
2491;0.150;4.050;-3.160
2492;0.150;4.150;-3.160
2493;0.150;4.250;-3.160
2494;0.150;4.350;-3.160
2495;0.150;4.450;-3.160
2496;0.150;4.550;-3.160
2497;0.150;4.650;-3.160
2498;0.150;4.750;-3.160
2499;0.150;4.850;-3.160
2500;0.150;4.950;-3.160
2501;0.150;5.050;-3.160
2502;0.150;5.150;-3.160
2503;0.150;5.250;-3.160
2504;0.150;5.350;-3.160
2505;0.150;5.450;-3.160
2506;0.150;5.550;-3.160
2507;0.150;5.650;-3.160
2508;0.150;5.750;-3.160
2509;0.150;5.850;-3.160
2510;0.150;5.950;-3.160
2511;0.150;6.050;-3.160
2512;0.150;6.150;-3.160
2513;0.150;6.250;-3.160
2514;0.150;6.350;-3.160
2515;0.150;6.450;-3.160
2516;0.150;6.550;-3.160
2517;0.150;6.650;-3.160
2518;0.150;6.750;-3.160
2519;0.150;6.850;-3.160
2520;0.150;6.950;-3.160
2521;0.250;3.550;-3.160
2522;0.250;3.650;-3.160
2523;0.250;3.750;-3.160
2524;0.250;3.850;-3.160
2525;0.250;3.950;-3.160
2526;0.250;4.050;-3.160
2527;0.250;4.150;-3.160
2528;0.250;4.250;-3.160
2529;0.250;4.350;-3.160
2530;0.250;4.450;-3.160
2531;0.250;4.550;-3.160
2532;0.250;4.650;-3.160
2533;0.250;4.750;-3.160
2534;0.250;4.850;-3.160
2535;0.250;4.950;-3.160
2536;0.250;5.050;-3.160
2537;0.250;5.150;-3.160
2538;0.250;5.250;-3.160
2539;0.250;5.350;-3.160
2540;0.250;5.450;-3.160
2541;0.250;5.550;-3.160
2542;0.250;5.650;-3.160
2543;0.250;5.750;-3.160
2544;0.250;5.850;-3.160
2545;0.250;5.950;-3.160
2546;0.250;6.050;-3.160
2547;0.250;6.150;-3.160
2548;0.250;6.250;-3.160
2549;0.250;6.350;-3.160
2550;0.250;6.450;-3.160
2551;0.250;6.550;-3.160
2552;0.250;6.650;-3.160
2553;0.250;6.750;-3.160
2554;0.250;6.850;-3.160
2555;0.250;6.950;-3.160
2556;0.350;3.550;-3.160
2557;0.350;3.650;-3.160
2558;0.350;3.750;-3.160
2559;0.350;3.850;-3.160
2560;0.350;3.950;-3.160
2561;0.350;4.050;-3.160
2562;0.350;4.150;-3.160
2563;0.350;4.250;-3.160
2564;0.350;4.350;-3.160
2565;0.350;4.450;-3.160
2566;0.350;4.550;-3.160
2567;0.350;4.650;-3.160
2568;0.350;4.750;-3.160
2569;0.350;4.850;-3.160
2570;0.350;4.950;-3.160
2571;0.350;5.050;-3.160
2572;0.350;5.150;-3.160
2573;0.350;5.250;-3.160
2574;0.350;5.350;-3.160
2575;0.350;5.450;-3.160
2576;0.350;5.550;-3.160
2577;0.350;5.650;-3.160
2578;0.350;5.750;-3.160
2579;0.350;5.850;-3.160
2580;0.350;5.950;-3.160
2581;0.350;6.050;-3.160
2582;0.350;6.150;-3.160
2583;0.350;6.250;-3.160
2584;0.350;6.350;-3.160
2585;0.350;6.450;-3.160
2586;0.350;6.550;-3.160
2587;0.350;6.650;-3.160
2588;0.350;6.750;-3.160
2589;0.350;6.850;-3.160
2590;0.350;6.950;-3.160
2591;0.450;3.550;-3.160
2592;0.450;3.650;-3.160
2593;0.450;3.750;-3.160
2594;0.450;3.850;-3.160
2595;0.450;3.950;-3.160
2596;0.450;4.050;-3.160
2597;0.450;4.150;-3.160
2598;0.450;4.250;-3.160
2599;0.450;4.350;-3.160
2600;0.450;4.450;-3.160
2601;0.450;4.550;-3.160
2602;0.450;4.650;-3.160
2603;0.450;4.750;-3.160
2604;0.450;4.850;-3.160
2605;0.450;4.950;-3.160
2606;0.450;5.050;-3.160
2607;0.450;5.150;-3.160
2608;0.450;5.250;-3.160
2609;0.450;5.350;-3.160
2610;0.450;5.450;-3.160
2611;0.450;5.550;-3.160
2612;0.450;5.650;-3.160
2613;0.450;5.750;-3.160
2614;0.450;5.850;-3.160
2615;0.450;5.950;-3.160
2616;0.450;6.050;-3.160
2617;0.450;6.150;-3.160
2618;0.450;6.250;-3.160
2619;0.450;6.350;-3.160
2620;0.450;6.450;-3.160
2621;0.450;6.550;-3.160
2622;0.450;6.650;-3.160
2623;0.450;6.750;-3.160
2624;0.450;6.850;-3.160
2625;0.450;6.950;-3.160
2626;0.550;3.550;-3.160
2627;0.550;3.650;-3.160
2628;0.550;3.750;-3.160
2629;0.550;3.850;-3.160
2630;0.550;3.950;-3.160
2631;0.550;4.050;-3.160
2632;0.550;4.150;-3.160
2633;0.550;4.250;-3.160
2634;0.550;4.350;-3.160
2635;0.550;4.450;-3.160
2636;0.550;4.550;-3.160
2637;0.550;4.650;-3.160
2638;0.550;4.750;-3.160
2639;0.550;4.850;-3.160
2640;0.550;4.950;-3.160
2641;0.550;5.050;-3.160
2642;0.550;5.150;-3.160
2643;0.550;5.250;-3.160
2644;0.550;5.350;-3.160
2645;0.550;5.450;-3.160
2646;0.550;5.550;-3.160
2647;0.550;5.650;-3.160
2648;0.550;5.750;-3.160
2649;0.550;5.850;-3.160
2650;0.550;5.950;-3.160
2651;0.550;6.050;-3.160
2652;0.550;6.150;-3.160
2653;0.550;6.250;-3.160
2654;0.550;6.350;-3.160
2655;0.550;6.450;-3.160
2656;0.550;6.550;-3.160
2657;0.550;6.650;-3.160
2658;0.550;6.750;-3.160
2659;0.550;6.850;-3.160
2660;0.550;6.950;-3.160
2661;0.650;3.550;-3.160
2662;0.650;3.650;-3.160
2663;0.650;3.750;-3.160
2664;0.650;3.850;-3.160
2665;0.650;3.950;-3.160
2666;0.650;4.050;-3.160
2667;0.650;4.150;-3.160
2668;0.650;4.250;-3.160
2669;0.650;4.350;-3.160
2670;0.650;4.450;-3.160
2671;0.650;4.550;-3.160
2672;0.650;4.650;-3.160
2673;0.650;4.750;-3.160
2674;0.650;4.850;-3.160
